,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
2896,"Venice, Italy",within an hour,100.0,100.0,f,Santa Croce,54,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,29,t,3,20,11,1,4.45,4.5,4.9,4.6,4.65,4.85,4.4,t,113.98356164383561,113.98356164383561,17.66071425336993,3.0,4.0,0.36,11,32,295,92.32054794520548,80.82191780821918,1 bath,28.495890410958904,1.3333333333333333,0.0,15.494088795500494
2897,"Venice, Italy",within an hour,100.0,100.0,f,Santa Croce,54,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1124,t,5,26,18,3,4.12,4.46,4.42,4.35,4.58,4.69,4.38,t,138.7013698630137,138.7013698630137,15.257897371009344,3.0,4.0,0.5,22,52,319,120.30958904109589,87.3972602739726,1 bath,34.675342465753424,1.3333333333333333,0.0,11.000538340809882
2898,"Trepuzzi, Italy",within an hour,87.0,100.0,f,San Polo,8,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1124,t,8,46,24,3,4.67,4.76,4.87,4.67,4.71,4.8,4.6,t,2493.427397260274,2493.427397260274,3413.330618360363,2.0,4.0,0.85,24,24,183,225.66575342465754,50.136986301369866,1 bath,623.3568493150685,2.0,0.0,136.89312237889337
2899,host location not available,within a day,100.0,97.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,7,t,10,42,19,4,4.76,4.93,4.86,4.95,4.57,4.64,4.79,f,100.0,100.0,0.0,6.0,6.0,0.75,37,67,93,25.47945205479452,25.47945205479452,2 baths,16.666666666666668,1.0,0.0,0.0
2900,host location not available,within a few hours,100.0,69.0,f,host neighbourhood not available,2,"['email', 'phone']",f,"Venice, Veneto, Italy",Private room in townhouse,Private room,1.0,3,1125,t,29,2,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,90.0,90.0,0.0,3.0,3.0,0.05,59,89,364,89.75342465753425,99.72602739726028,1 private bath,30.0,1.0,0.0,0.0
2901,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,28,t,1,144,43,3,4.81,4.89,4.83,4.88,4.93,4.74,4.67,t,52.28219178082192,52.28219178082192,12.711716306094761,2.0,3.0,2.58,9,35,215,30.457534246575342,58.9041095890411,1 bath,17.427397260273974,1.5,0.0,24.31366374115489
2902,host location not available,within a day,100.0,97.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,7,t,7,22,6,1,4.82,4.86,4.86,4.77,4.55,4.64,4.68,f,100.0,100.0,0.0,3.0,6.0,0.41,30,60,86,23.561643835616437,23.56164383561644,2 baths,16.666666666666668,2.0,0.0,0.0
2903,"Stra, Italy",within an hour,100.0,100.0,t,San Marco,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.6205795991318779,3,30,t,3,210,38,3,4.85,4.9,4.9,4.88,4.93,4.97,4.83,t,82.87671232876713,82.87671232876713,13.237003999236723,1.0,3.0,3.78,9,39,215,47.32876712328767,58.9041095890411,1 bath,27.62557077625571,3.0,0.0,15.971922180897202
2904,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,1125,t,0,103,24,1,4.89,4.97,4.96,4.97,4.94,4.83,4.76,t,70.0,70.0,0.0,3.0,4.0,1.89,15,31,261,50.054794520547944,71.5068493150685,1 bath,17.5,1.3333333333333333,0.0,0.0
2905,"Venice, Italy",within an hour,99.0,99.0,f,Lido,73,"['email', 'phone']",t,"Lido, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,4,60,t,7,32,13,1,4.34,4.56,4.69,4.66,4.56,4.91,4.47,t,166.63013698630138,166.63013698630138,97.79911947755753,4.0,4.0,0.59,19,49,314,131.813698630137,86.02739726027397,1 bath,41.657534246575345,1.0,0.0,58.69233576012577
2906,"Venice, Italy",within an hour,100.0,100.0,f,Lido,1,"['email', 'phone']",t,"Lido, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,1125,t,2,21,8,1,4.76,4.62,4.71,4.86,4.62,4.71,4.67,t,94.62465753424658,94.62465753424658,8.31713081903649,3.0,4.0,0.38,12,32,63,15.178082191780822,17.26027397260274,1 bath,23.656164383561645,1.3333333333333333,0.0,8.789602029498868
2907,"Venice, Italy",within an hour,100.0,94.0,t,Castello,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,1125,t,4,50,27,2,4.96,4.92,4.98,4.98,4.98,4.98,4.86,t,194.0,194.0,34.68935929577899,3.0,5.0,0.95,19,49,121,63.28219178082192,33.15068493150685,1 bath,38.8,1.6666666666666667,0.0,17.881113039061336
2908,"Oklahoma City, OK",within an hour,100.0,99.0,t,Castello,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,1,90,t,0,113,55,9,4.61,4.61,4.77,4.7,4.55,4.79,4.67,t,159.65205479452055,159.65205479452055,47.1370695611233,2.0,4.0,2.21,2,10,209,99.41643835616438,57.26027397260274,2 baths,39.91301369863014,2.0,0.0,29.524874967497816
2909,"Venice, Italy",within an hour,100.0,100.0,t,San Polo,9,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,1125,t,1,97,61,6,4.87,4.89,4.95,4.74,4.69,4.87,4.73,t,89.31506849315069,89.31506849315069,62.71531630064813,3.0,4.0,3.13,10,39,93,37.54520547945206,25.47945205479452,1 bath,22.328767123287673,1.3333333333333333,0.0,70.21806886422259
2910,"Venice, Italy",within an hour,100.0,98.0,t,San Marco,3,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,1125,t,3,130,35,2,4.93,4.96,4.98,4.98,4.98,4.98,4.85,t,288.4876712328767,288.4876712328767,77.98649493046841,2.0,4.0,2.4,10,30,249,195.86027397260273,68.21917808219177,2 baths,72.12191780821918,2.0,0.0,27.032869237422336
2911,"Venice, Italy",within an hour,95.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,1,1125,t,2,315,65,7,4.67,4.72,4.62,4.89,4.89,4.89,4.68,t,161.06027397260274,161.06027397260274,59.19939007826874,1.0,2.0,5.61,7,31,297,142.52602739726026,81.36986301369863,1 bath,80.53013698630137,2.0,0.0,36.756047048783046
2912,"Oklahoma City, OK",within an hour,100.0,99.0,t,Castello,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,1,60,t,1,143,24,7,4.58,4.69,4.75,4.9,4.54,4.94,4.62,t,238.013698630137,238.013698630137,77.36002835868258,4.0,6.0,2.58,7,21,274,185.45205479452054,75.06849315068493,2 baths,39.6689497716895,1.5,0.0,32.502342849978874
2913,"Oklahoma City, OK",within an hour,100.0,99.0,t,Castello,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,1,30,t,2,62,10,1,4.19,4.5,4.61,4.71,4.35,4.94,4.34,t,207.5068493150685,207.5068493150685,55.963862772993785,2.0,5.0,1.12,15,40,278,156.65753424657535,76.16438356164383,2 baths,41.5013698630137,2.5,0.0,26.969646041910128
2914,"San Donà di Piave, Italy",within an hour,100.0,99.0,t,Santa Croce,1,"['email', 'phone']",t,"Venice, Venezia, Italy",Entire rental unit,Entire home/apt,1.0,2,14,t,1,202,49,3,4.98,5.0,5.0,5.0,4.99,4.99,4.97,t,144.14246575342466,144.14246575342466,10.008045085371483,1.0,2.0,3.74,7,26,277,110.6027397260274,75.89041095890411,1 bath,72.07123287671233,2.0,0.0,6.9431621230148854
2915,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,30,t,5,171,15,1,4.75,4.87,4.8,4.93,4.92,4.84,4.69,t,125.05479452054794,125.05479452054794,9.636084898401457,3.0,4.0,3.06,10,40,220,75.02739726027397,60.273972602739725,1 bath,31.263698630136986,1.3333333333333333,0.0,7.7054901696057225
2916,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,Castello,5,"['email', 'phone']",f,neighbourhood not available,Private room in condo,Private room,3.0,1,10,t,0,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,61.80821917808219,61.80821917808219,5.6821910296015155,8.0,3.0,1.8503838664812238,0,0,0,0.0,0.0,1 shared bath,20.602739726027398,0.375,0.0,9.193261195942167
2917,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,30,t,3,136,40,4,4.88,4.93,4.97,4.95,4.93,4.69,4.87,t,83.02191780821917,83.02191780821917,4.554862351068601,3.0,4.0,2.43,19,38,313,71.36986301369863,85.75342465753425,1.5 baths,20.755479452054793,1.3333333333333333,0.0,5.486337188199318
2918,host location not available,within an hour,100.0,97.0,t,Castello,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,29,t,2,37,11,0,4.95,4.95,5.0,4.97,5.0,5.0,4.89,t,151.47671232876712,151.47671232876712,21.498853282401516,1.0,2.0,0.69,30,60,150,55.45753424657534,41.0958904109589,1 bath,75.73835616438356,2.0,0.0,14.192843871432931
2919,"Padua, Italy",within an hour,100.0,98.0,t,Castello,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,1125,t,3,117,31,2,4.85,4.9,4.93,4.86,4.93,4.69,4.79,t,156.03013698630136,156.03013698630136,7.285140018631967,4.0,6.0,2.16,9,30,274,117.14794520547945,75.06849315068493,1 bath,26.005022831050226,1.5,0.0,4.669059554354916
2920,"Venice, Italy",within an hour,98.0,97.0,t,San Marco,20,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,1,28,t,4,19,4,1,4.68,4.89,4.89,4.84,4.79,5.0,4.58,t,425.45753424657534,425.45753424657534,94.63055101927203,2.0,4.0,0.38,9,14,174,215.3068493150685,47.671232876712324,2 baths,106.36438356164383,2.0,0.0,22.24206728101531
2921,"Barcelona, Spain",within an hour,100.0,100.0,t,Santa Croce,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,5,350,92,11,4.97,4.97,4.98,4.95,4.95,4.93,4.92,t,118.28767123287672,118.28767123287672,4.890221943925049,2.0,4.0,6.26,8,31,249,81.57534246575342,68.21917808219177,1 bath,29.57191780821918,2.0,0.0,4.1341772079505335
2922,host location not available,within an hour,100.0,97.0,t,Castello,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,29,t,3,55,19,0,4.96,4.96,5.0,4.95,4.98,4.95,4.85,t,167.07123287671232,167.07123287671232,28.47372742890579,1.0,2.0,1.05,18,48,323,146.3890410958904,88.4931506849315,1 bath,83.53561643835616,2.0,0.0,17.042866649531188
2923,"London, United Kingdom",within an hour,98.0,99.0,f,San Polo,27,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,1125,t,6,102,22,1,4.8,4.86,4.98,4.66,4.82,4.84,4.69,t,191.0,191.0,0.0,1.0,2.0,1.83,13,37,299,156.46301369863014,81.91780821917808,1 bath,95.5,2.0,0.0,0.0
2924,host location not available,within an hour,90.0,100.0,f,San Polo,1,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,30,t,6,181,33,1,4.72,4.83,4.79,4.74,4.77,4.92,4.64,t,240.13150684931506,240.13150684931506,66.7979503796409,1.0,4.0,3.25,13,29,52,30.194520547945206,14.246575342465754,1 bath,60.032876712328765,4.0,0.0,27.81723700320478
2925,"Venice, Italy",within an hour,100.0,92.0,t,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire guest suite,Entire home/apt,2.0,2,30,t,6,222,0,0,4.82,4.87,4.89,4.9,4.78,4.7,4.78,t,136.0,136.0,0.0,5.0,7.0,3.97,36,66,66,24.59178082191781,18.08219178082192,1 bath,19.428571428571427,1.4,0.0,0.0
2926,"Venice, Italy",within an hour,100.0,100.0,t,Dorsoduro/Accademia,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire loft,Entire home/apt,1.0,2,30,t,2,321,76,7,4.98,4.98,4.97,4.98,4.99,4.98,4.89,t,152.33972602739726,152.33972602739726,12.64257958670032,2.0,4.0,5.78,7,25,236,100.4931506849315,64.65753424657534,1 bath,38.084931506849315,2.0,0.0,8.29893811442633
2927,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,7,t,15,57,12,0,5.0,4.98,4.98,4.98,4.98,4.96,4.96,f,105.5068493150685,105.5068493150685,12.599192464606551,3.0,4.0,1.06,45,75,88,28.095890410958905,24.10958904109589,2 baths,26.376712328767123,1.3333333333333333,0.0,11.941587248977905
2928,"Rome, Italy",within an hour,80.0,100.0,f,San Marco,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,3.0,4,1125,t,4,67,10,0,4.82,4.85,4.69,4.88,4.88,4.97,4.61,t,240.0,240.0,0.0,3.0,6.0,1.24,17,47,322,211.72602739726028,88.21917808219179,2 baths,40.0,2.0,0.0,0.0
2929,"Rome, Italy",within an hour,80.0,100.0,f,San Marco,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,1125,t,1,78,10,0,4.65,4.82,4.62,4.85,4.92,4.96,4.68,t,110.0,110.0,0.0,1.0,2.0,1.44,9,39,314,94.63013698630137,86.02739726027397,1 bath,55.0,2.0,0.0,0.0
2930,"Rome, Italy",within an hour,80.0,100.0,f,San Marco,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,1125,t,0,80,9,0,4.31,4.57,4.1,4.82,4.82,4.9,4.3,t,125.0,125.0,0.0,1.0,2.0,1.48,4,34,309,105.82191780821918,84.65753424657534,1 bath,62.5,2.0,0.0,0.0
2931,"Hostivice, Czechia",within a few hours,100.0,97.0,t,host neighbourhood not available,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire home,Entire home/apt,3.0,1,25,t,0,9,1,0,4.89,5.0,4.89,5.0,4.89,4.89,4.78,f,121.94246575342466,121.94246575342466,64.33548300140627,5.0,7.0,0.16,0,2,160,50.41095890410959,43.83561643835616,3 baths,17.420352250489238,1.4,0.0,52.758883137148196
2932,"Venice, Italy",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Mestre, Venezia, Italy",Entire condo,Entire home/apt,1.0,1,30,t,18,353,23,4,4.87,4.92,4.87,4.95,4.95,4.75,4.84,t,101.40821917808219,101.40821917808219,7.812742364146682,2.0,4.0,6.31,44,74,349,96.53424657534246,95.61643835616438,1 bath,25.352054794520548,2.0,0.0,7.704249643144591
2933,"Venice, Italy",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,7,t,0,78,14,1,5.0,5.0,5.0,5.0,5.0,4.92,4.97,f,100.0,100.0,0.0,3.0,4.0,1.44,0,0,0,0.0,0.0,2 baths,25.0,1.3333333333333333,0.0,0.0
2934,"Venice, Italy",within a day,100.0,9.0,f,Castello,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire loft,Entire home/apt,3.0,3,360,t,0,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,f,466.43835616438355,466.43835616438355,68.36733891455343,4.0,7.0,1.8503838664812238,0,22,297,382.6027397260274,81.36986301369863,3 baths,66.63405088062622,1.75,0.0,14.657314950844055
2935,"Venice, Italy",within an hour,100.0,100.0,f,Castello,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,1125,t,3,71,3,0,4.94,4.99,5.0,4.94,4.93,4.86,4.9,t,149.26027397260273,149.26027397260273,2.91843043235041,1.0,4.0,1.27,9,39,76,30.602739726027398,20.82191780821918,1 bath,37.31506849315068,4.0,0.0,1.9552626795299188
2936,"Venice, Italy",within an hour,99.0,100.0,f,San Marco,36,"['email', 'phone']",t,"Venice, Italy",Entire rental unit,Entire home/apt,2.0,2,730,t,4,89,15,3,4.71,4.79,4.81,4.85,4.83,4.92,4.57,t,538.9972602739726,538.9972602739726,346.37488027393226,3.0,4.0,1.64,22,52,229,234.25753424657535,62.73972602739726,1 bath,134.74931506849316,1.3333333333333333,0.0,64.26282762511069
2937,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,host neighbourhood not available,4,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in rental unit,Private room,1.0,1,1125,t,0,162,0,0,4.54,4.78,4.68,4.9,4.9,4.8,4.53,t,43.0,43.0,0.0,1.0,2.0,3.01,0,0,0,0.0,0.0,1 shared bath,21.5,2.0,0.0,0.0
2938,host location not available,within a few hours,92.0,92.0,t,Castello,4,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,1125,t,3,64,12,3,4.73,4.78,4.72,4.87,4.9,4.78,4.68,f,95.0,95.0,0.0,2.0,4.0,1.21,7,12,287,74.6986301369863,78.63013698630137,1 bath,23.75,2.0,0.0,0.0
2939,"Hostivice, Czechia",within a few hours,100.0,97.0,t,host neighbourhood not available,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in home,Private room,1.0,1,29,t,0,399,103,10,4.96,4.96,4.98,4.95,4.96,4.81,4.93,t,48.821917808219176,48.821917808219176,3.035243829269084,1.0,2.0,7.19,3,20,277,37.21643835616438,75.89041095890411,1 private bath,24.410958904109588,2.0,0.0,6.216969683968663
2940,"Hostivice, Czechia",within a few hours,100.0,97.0,t,host neighbourhood not available,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in home,Private room,1.0,1,28,t,0,460,113,10,4.97,4.98,4.98,4.98,4.97,4.85,4.95,t,48.69041095890411,48.69041095890411,2.7981628776733953,1.0,2.0,8.28,2,20,249,33.33698630136986,68.21917808219177,1 private bath,24.345205479452055,2.0,0.0,5.746845883135208
2941,"Venice, Italy",within a few hours,100.0,32.0,f,Castello,3,"['email', 'phone']",f,neighbourhood not available,Private room in rental unit,Private room,1.0,2,28,t,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,79.0931506849315,79.0931506849315,6.3938571302428215,1.0,2.0,0.02,13,43,318,68.77260273972603,87.12328767123287,1 private bath,39.54657534246575,2.0,0.0,8.08395806068319
2942,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,Cannaregio,2,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,1,1124,t,0,178,0,0,4.76,4.8,4.88,4.8,4.88,4.89,4.66,f,52.0,52.0,0.0,1.0,2.0,3.25,0,0,0,0.0,0.0,1 shared bath,26.0,2.0,0.0,0.0
2943,"Venice, Italy",within an hour,100.0,100.0,f,Santa Croce,66,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,1,28,t,2,67,23,1,4.62,4.76,4.68,4.65,4.64,4.85,4.52,t,129.8794520547945,129.8794520547945,8.747793425134205,1.0,2.0,1.24,16,41,41,14.084931506849315,11.232876712328768,1 bath,64.93972602739726,2.0,0.0,6.735317470729411
2944,host location not available,within a few hours,100.0,71.0,f,San Polo,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,28,t,18,75,2,0,4.76,4.87,4.93,4.83,4.88,4.99,4.75,f,273.3041095890411,273.3041095890411,42.37169526922377,3.0,4.0,1.39,48,78,353,263.88493150684934,96.7123287671233,1 bath,68.32602739726028,1.3333333333333333,0.0,15.50349730669501
2945,host location not available,within an hour,100.0,97.0,t,Castello,5,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,4,29,t,2,36,14,0,4.94,4.89,4.97,4.94,5.0,5.0,4.78,t,132.75616438356164,132.75616438356164,11.732515472547348,1.0,2.0,0.68,15,45,136,49.78356164383562,37.26027397260274,1 bath,66.37808219178082,2.0,0.0,8.837642701584492
2946,"Venice, Italy",within an hour,100.0,95.0,t,Dorsoduro/Accademia,3,"['email', 'phone', 'work_email']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,1125,t,2,36,7,2,4.97,4.97,4.94,5.0,5.0,4.94,4.83,t,121.3972602739726,121.3972602739726,18.08005680333283,1.0,4.0,0.69,12,42,222,73.8082191780822,60.82191780821918,2 baths,30.34931506849315,4.0,0.0,14.893298878845595
2947,"Mandello del Lario, Italy",within an hour,100.0,100.0,t,Castello,2,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,3,15,t,0,61,16,1,4.82,4.97,4.92,4.92,4.89,4.93,4.82,f,147.1260273972603,147.1260273972603,12.630875603683611,1.0,2.0,1.13,10,40,130,49.4986301369863,35.61643835616438,1 bath,73.56301369863014,2.0,0.0,8.585072150135971
2948,host location not available,within a few hours,92.0,92.0,t,Castello,4,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,3,1125,t,2,53,20,1,4.7,4.91,4.62,4.87,4.79,4.83,4.64,f,95.0,95.0,0.0,2.0,4.0,0.99,8,13,288,74.95890410958904,78.9041095890411,1 bath,23.75,2.0,0.0,0.0
2949,host location not available,within a few hours,80.0,100.0,f,Castello,2,"['email', 'phone']",f,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,30,t,3,0,0,0,4.699328233657858,4.765781402481528,4.7581486128537565,4.812938798271295,4.800136604404795,4.833939774153075,4.652796598354941,t,208.48219178082192,208.48219178082192,67.11715061942671,2.0,4.0,1.8503838664812238,8,38,277,149.05753424657533,75.89041095890411,1 bath,52.12054794520548,2.0,0.0,32.19322957328999
2950,"Hostivice, Czechia",within a few hours,100.0,97.0,t,host neighbourhood not available,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in home,Private room,2.0,1,28,t,0,8,0,0,5.0,5.0,5.0,5.0,5.0,4.88,5.0,f,75.0,75.0,0.0,2.0,4.0,0.16,0,0,182,37.397260273972606,49.86301369863014,2 baths,18.75,2.0,0.0,0.0
2951,host location not available,within a few hours,92.0,92.0,t,Castello,4,"['email', 'phone']",t,neighbourhood not available,Entire home,Entire home/apt,2.0,3,1125,t,0,23,9,2,4.83,4.87,4.26,4.96,4.96,4.96,4.74,f,98.35616438356165,98.35616438356165,2.352049976888859,2.0,4.0,0.43,1,1,191,52.32876712328767,52.32876712328767,2 baths,24.589041095890412,2.0,0.0,2.391360004357754
2952,"Venice, Italy",within an hour,100.0,100.0,f,Castello,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,28,t,7,3,1,1,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,118.56712328767124,118.56712328767124,3.831479457554151,2.0,2.0,0.06,33,63,243,77.92328767123287,66.57534246575342,1 bath,59.28356164383562,1.0,0.0,3.2314855512333684
2953,"Walldorf, Germany",within an hour,100.0,81.0,f,host neighbourhood not available,4,['email'],t,"Lido, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,5,30,t,7,23,3,1,4.87,4.96,4.65,5.0,5.0,4.91,4.65,t,95.42465753424658,95.42465753424658,7.8199480904855925,2.0,2.0,0.44,23,48,277,74.01369863013699,75.89041095890411,2.5 baths,47.71232876712329,1.0,0.0,8.194892486440542
2954,"Padua, Italy",within an hour,100.0,100.0,t,Castello,6,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,2,1125,t,0,64,0,0,4.83,4.89,4.88,4.83,4.81,4.97,4.73,t,190.0,190.0,0.0,3.0,4.0,1.16,0,1,232,120.76712328767124,63.561643835616444,1 bath,47.5,1.3333333333333333,0.0,0.0
2955,"Venice, Italy",within an hour,100.0,100.0,t,Cannaregio,3,"['email', 'phone']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,3,30,t,3,193,62,1,4.82,4.87,4.8,4.95,4.9,4.92,4.86,t,80.0,80.0,0.0,1.0,2.0,3.62,6,36,259,56.76712328767123,70.95890410958904,1 private bath,40.0,2.0,0.0,0.0
2956,"Venice, Italy",within an hour,90.0,91.0,f,Cannaregio,3,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,1,29,t,9,203,54,2,4.76,4.84,4.58,4.84,4.87,4.9,4.79,f,228.4931506849315,228.4931506849315,40.40010175963386,4.0,5.0,3.76,21,21,87,56.29041095890411,23.835616438356162,1 bath,45.698630136986296,1.25,0.0,17.68109969096686
2957,host location not available,within an hour,100.0,100.0,f,Dorsoduro/Accademia,1,"['email', 'phone']",t,"Venice, Veneto, Italy",Private room in home,Private room,1.0,3,15,t,1,157,1,1,4.87,4.94,4.92,4.98,4.96,4.83,4.82,t,116.54794520547945,116.54794520547945,12.497297615456592,1.0,2.0,2.85,1,1,5,1.5890410958904109,1.36986301369863,1 private bath,58.273972602739725,2.0,0.0,10.722881122805962
2958,"Venice, Italy",response not available,96.16273880909218,93.0969346598548,f,host neighbourhood not available,1,"['email', 'phone']",f,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,1.0,2,15,t,0,8,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,t,80.0,80.0,0.0,2.0,4.0,0.15,0,0,0,0.0,0.0,1 bath,20.0,2.0,0.0,0.0
2959,"Veneto, Italy",within an hour,97.0,99.0,f,San Marco,13,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,3,30,t,0,108,30,1,4.34,4.48,4.5,4.63,4.62,4.81,4.36,t,105.79452054794521,105.79452054794521,15.09853979559132,2.0,3.0,2.0,4,26,258,75.67397260273972,70.68493150684931,1 bath,35.264840182648406,1.5,0.0,14.271570698927441
2960,"Venice, Italy",within an hour,99.0,100.0,f,Cannaregio,25,"['email', 'phone']",t,"Venice, Veneto, Italy",Entire rental unit,Entire home/apt,2.0,1,1125,t,3,26,5,1,4.69,4.69,4.38,4.77,4.77,4.88,4.5,t,129.67397260273972,129.67397260273972,16.1248735185197,3.0,4.0,0.49,4,4,4,1.356164383561644,1.095890410958904,1 bath,32.41849315068493,1.3333333333333333,0.0,12.434934470557755
